id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
3581,b'gAAAAABl4lkMcUoyu8LsW2H_xlVtssF-wqk2XwSw2FudCVet7Yd5ehyVZM_VoZzm4O01_bqjSS_2D9Ux-MrH4tNuiHRT0F9i5g==',2018-04-04,shot,gun,b'gAAAAABl4lkMogl9ruitzLGf0I2i1uCiIu85Wfb9OXXKdYSO2I85Qw8S5XwbFzPSKxBZofV1N60BSm3I0Jpb80GpTHQi-TfkzA==',F,W,Phoenix,AZ,False,attack,Not fleeing,False,b'gAAAAABl4lkNb92249bQPt6bcYq0vPyiBEm37H_aCBp4w2V2dVQxCOU3WqCoCkIh1dFU-WlLf16uXcAFtvr4yC3qPBzHdWRuxg==',b'gAAAAABl4lkN_9SIr7tg3glK2lxD_fYb9f3EKNLBoUdZJhh5tjTYtyZ-dX5T0_VRfRY-yJgFcEQINfaDuzawXvJF-b0OJBdSMA==',True
3584,b'gAAAAABl4lkMdMPhMTnKJODijheeyfHVpGgpfpszLJFlLzQrd5yg7iw6Sr39GdkKrhhQld54PMnd8PngfbPfYPCANBo1AsSVGQ==',2018-04-04,shot,gun,b'gAAAAABl4lkMm-UGph_gDcJZZg8H41LDIOgqmcagkY38rsp7X9RcQJ84QpeqCicFVaJNzPCEGOIasLKqtGJSGbw-L4_UIsfj_Q==',M,W,Mesa,AZ,False,attack,Foot,False,b'gAAAAABl4lkNg6_HBpTG-TSdVO7bTppszwZ_xGcZgu-726WOubZX4WESiV44GtkriZRlgZ7V7GXNYd5nx4TokoHx3owRiIRG9Q==',b'gAAAAABl4lkNovkL7kZPezeQlVACES6VuAp7QfV1SwZoPu_p2zgdPsvTDVBK-y2eSRj4H_SGhS0_HZCwO6_MG-vEjdKArg2BKg==',True
3578,b'gAAAAABl4lkM0jReDd2REHTJSNl3l-JEYlFmFi1cQxoR3P4qQhy2EtPkgFG5K_AM89cRt5ihybUzYrkaztMxgJYOZMcwgAF8Pg==',2018-04-05,shot,gun,b'gAAAAABl4lkMJoQeUXEklq3aTcf-uXxn-7JfXnok6lE-q3rueUT5hNWBOiJNtBZfhIoRq8_IHeWorJ4dHrP5g_Ewm46zxN_37A==',M,W,Greece,NY,False,attack,Not fleeing,False,b'gAAAAABl4lkNUV9qqzE1ykfrQvTwiJP1D61KkZWCDjAWjUWPN_9BjyQZGKqrmjdS8fIeUiElCjNb2kfudfWnPWEUbyDGN_3fjQ==',b'gAAAAABl4lkN6wlgx28v4vYHxMr_kYWhubUBpZeVykpxTDJ-5iqs0FTAr0FbhetS7jt65FcNClMi9Vk-MXnKRwC2gQB8ej2vhA==',True
3582,b'gAAAAABl4lkMIWAHWJm5TCNziuFoLQu9eBDTjavwmjs7MFCGZNDGCjSFcdzkGc1wJkTyT_IX9jFQYVVRYQuqtxflp1I_F9bTYg==',2018-04-05,shot,gun,b'gAAAAABl4lkMBO4Bh6OHtkJu0BSnimNfk8JF0SIyMGkAVW4_nOX_QeAqiIzK7NfmCANDRn9k4CRsJj7KuL8rQ7FOMjvGieWbCw==',M,W,Volant,PA,False,attack,Not fleeing,False,b'gAAAAABl4lkNmjnTuGU_yeKYd-GimolWEAiv-3A55H7-Rl-5h_RvSYLPIB8wFaTW5QyXhiv3mwoMp_0VMwyTQDmb0clR-MfU-Q==',b'gAAAAABl4lkN-5OZFeJiaABQXMx1MylmwFknOgihOsWjHiip6mDSo9CvPNXu26cWZu3uTbhYp5O7nSbj9wpirX0KH6MwWPaNDQ==',True
3583,b'gAAAAABl4lkMkCJlCnEU2-pxXFz43r7uzgtJlurbtkxBiRdWAIHvBvl02SY0nRrRE82cX6WuVCDfkgAirrMaVYQw423BRIIwEA06gMyaZMMc8yxoRXS33ZU=',2018-04-05,shot,knife,b'gAAAAABl4lkMbobvaVxVyQTwD06ukBKswyQCHpxfJORyJGZ9NH643CinoSbMpk-VhoOlWuBiP0uE8gvO37eh-isIn0UbNO-gqA==',M,B,South Bend,IN,False,other,Not fleeing,False,b'gAAAAABl4lkNfzLGuCVX4GQ9DjHxw7T3pjtHt4hQOeBwaZQ5FlWOUZfSYVApCBNdaSMC2uSuoQBRNYijJlDEjwZWjNbOn0iA5w==',b'gAAAAABl4lkNzjoWFWCOOKD5BhYx8DWwsKfHYAMp8_2QMnRjbTb5ztx_jOq5iSgIUDnseC9QuB2Fm-ONzL0mJ22RWUNfT5M4ag==',True
3586,b'gAAAAABl4lkM-wfsNMeOUZ7EuTqmjVILygYCab17clr9q61g49zrELfvsiRciexkvTW6JlQbOQ3VE5nxopU7aeiVEpjb4w_MtA==',2018-04-05,shot,vehicle,b'gAAAAABl4lkMa8GvkvSXv6MJfYkQ_RHtICy0CPsqi-EoiSdIUjSPFYVMiYYMYmQh9kSsZzP_lAjXVxxMUYLzzki6nDNlelwPsg==',M,B,Barstow,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkNKYm-uKUcvV46uM9CdRg6RR7oMoYwFHFbav6I0QOW-vcleH1hjvmAHFY04G-Tfr5LMtJTePcmhIP3mhUBlI9LmA==',b'gAAAAABl4lkNTKukBApzQxjjnZ-Eb0eM08W81FIDpvEStFo06c0PB1YeeGxBhErlf1Ab-aFIXhmsjgpOlGP0k9JEOMOYLJ-uKQ==',True
3587,b'gAAAAABl4lkMQ471bpQcR5Xb405Cwebh9XvsbBjbB5WFPw8R7pWtjj5jpKnPQXHfUNyU4HhXzVJHzwcJKeFqI1YPJ0pWEfZFiwkXEzDNIsW7Ehx2_lYJU0E=',2018-04-05,shot,gun,b'gAAAAABl4lkMamqi4eqvFnF8YrLv1_MhaXBdeG-_qmULXBN340GFl2vVBoDlzYmoySyoGXEfkXvD1CqGOgI78E9hgUYHCR1CzA==',M,A,Fremont,CA,False,attack,Foot,False,b'gAAAAABl4lkNGXRYG3fkWyXAdKUrSs-05sVtJJhStiglH1SGMHS3S7dh5LvLPcbvStO3V3-rELaCYJAD00cW3dlynjiJ_q4E8Q==',b'gAAAAABl4lkNYbHYZFiI5tY8i_2Rfxmi4fiRyI421G8xwUWeD-XE2IbYsm169YDl-NG5eZSuYDdB4iUnOFKfl5oDB6xWVT4GRg==',True
3623,b'gAAAAABl4lkMv0hZVO0HFvjpV-va-gmJOrF0knTSHCGJ8ilxdKY2F8CxCM5XigPAwTEFmC2zQPdhR-xzdCAzFSoK-UvYElccgSMTvrokU4fFpFwcnXjdl7U=',2018-04-05,shot,gun,b'gAAAAABl4lkMVYnjZgh07yJmc8prgQRJgc1Igl9bmOD5sEmj5BKFSBgMVNxE-tluDlimreMi6ITzHAglBt7-bOh-V-vdKs4Ogw==',M,W,Reynoldsville,WV,False,other,Foot,True,b'gAAAAABl4lkNqpfR3aSG6wfAO5T9jElcZgD7rB3YuMUdMJTz2zMrsuim8rQKJzJRBmQeRcKGQDKfZNXuXr7IT76YmeRglaUEpw==',b'gAAAAABl4lkNNQqV50mI573D9dRcrF8QgDf-_SODwpo9U-C0aJrjnjRcviGbBONtEfKPaG4j2jbFGH_MLrmxxPK4gwIg3nWMbA==',True
4259,b'gAAAAABl4lkMhGZENU679P79pJC43RcS85JpxhXIYBSbiObVKP3p5M2S7TS5cNrmFgoWDLcoC5SZW-Evmtb0WBSiGmFPwmT-Tg==',2018-04-05,shot,knife,b'gAAAAABl4lkMv8_BdnobZHvoo-qlQMLY0des7Wv-r5Qmb6iwysLU-6vpEVWQUYH_Rb_4i9aeVdzQxLGyK6GRIRZjjYp8bVcu5g==',M,H,South Bend,IN,True,other,Not fleeing,False,b'gAAAAABl4lkNPOMkPa3MuAaUMKitkxdAefDxdtqtkJfHILIit5c9Mu3qpVnCbDt8P4zep8kFhRUOgWyg-i0ajyrWfiPqJ83qhg==',b'gAAAAABl4lkNOVbDGAjNP2m-6LlSObUao10FSYvUvmbOsi6jhCpwNquzr3kDuJBt-JplAXE4esj_e_REBAv0HCZNl4vw7hJUVg==',True
3588,b'gAAAAABl4lkM00lUx3aZA93V52wAKcstsQUuIFuNVZF0VoduGOtDxYyqNRn3HOnrLcVhcY-uv4UQtR8eqszf-a8-Y2Toru2wzRVBFqTi17sjxu1EXSfuZAc=',2018-04-06,shot,gun,b'gAAAAABl4lkMmuCFBFhHCw8d-js3uO_8ievm6uJdNWTFrVs1j90wzei03U6y7kiRELqxwHKpS8o6tvrW8Ko3TqOTiLy7iTEz-A==',M,B,Marysville,CA,False,attack,Car,False,b'gAAAAABl4lkNizeleC4EVkCCXDWDJ9pfqBqhaymsLepzQfLeGW6BzY89BFhcOS7enKMlxThoilwCHfZyj_Fh9CHQf-M9SUmwsg==',b'gAAAAABl4lkNrqDTVDPDBVeJPAIPxXkB9NDavLW6ApNQb6SvD0TfnIiqqkHZAK1YsPWCfcE5e_VrKA0Y-d-4KaZh9kx4PGUPaQ==',True
3590,b'gAAAAABl4lkMyvx2cUcDZLHhV87Q1pCDZ8QJJ48ThMu8q2f8hpwhKHnzRCJrbRPxWr-Ly2OI_INLn4S2SAVAjoFiP1qCphTN8MjPPOegMm3Dr0Dm9R_8q8k=',2018-04-06,shot,knife,b'gAAAAABl4lkMaafvr7xmm-NBJ8wtkaY5wIfsiQ8TGsqDbUKif_hWxu16jD6pTmzuejbld6VaCAg-YlpGfZrgTL3g40WTYjwyeA==',M,W,Searcy County,AR,False,attack,Foot,False,b'gAAAAABl4lkN7kV3Ri6XB9F01INxj_Dp99tzAZ3Kxht8G6yi54hlYnTcHpz4J0lnoJPe5rtzRvzsfsfJqNuB-wMl9ApSbhKyeg==',b'gAAAAABl4lkNe6BevP6N_jUXTw8laDN5xgZM07_5wkw4hQHFa3wODkDr6-xBR_lxSQL0cnmrsVRqGpt06nb_Unf7axdD5JURtw==',True
4258,b'gAAAAABl4lkMk6yy50g9AKYygqsl8EkInD1H1te1V1b7w-7mKC8a-vriIMibt5ilUrCalDoksoKifRk3lZEoaOHvoIzps6anmA==',2018-04-06,shot,gun,b'gAAAAABl4lkMzyPpW3JRoQ02HrOc86vlsjYOM_W6lgd8XCqlNL-KhJehJ0M_urQJA-KwI1U9HzPP9wY81BHXOUX6yiOM-kK2Qg==',M,W,Federal Way,WA,False,attack,Not fleeing,False,b'gAAAAABl4lkNsLcYodcfH5FZxUT4BcXGRTYrlp5AMNRJUECAo4i1pjp3M4o8DWGtuVPnVjDNctFNcLxjpg1XLfctoapc5eCTrA==',b'gAAAAABl4lkNmLcBOVM5fbHX13Uwk2NQdmUDUGiisyOt9yTfmmf0Q7HexYfJ55cXr5DswsYU5qN5HpfpY337w52rLXNzdqXnpg==',True
4260,b'gAAAAABl4lkMKTQTvAqiDcHGYVLVqIh6EbycIyYJ8us5ughWvn971_Pi2Q2aknfzsR4hPa5nky2rh3vhuyOO2K2EkggVBWzI9qHr67BRWYkBfBk4xKMJu6E=',2018-04-06,shot,gun,b'gAAAAABl4lkMvdldPHYN38LEaZW3t4X5dONJYVHw5JetU75WVg695TdvX3PvOFoDd3PZweZcosAXwzBw6hQMR7Biow_AerJifA==',M,H,Las Vegas,NV,True,attack,Not fleeing,False,b'gAAAAABl4lkNT0d7VhyLUpC4icBUlokJEVBN9Ifce49anl9zNfaS2zJqrTmUd1b_Mx7dJDzRyswqcVGLqdSY0DXuDxZLKmHOzg==',b'gAAAAABl4lkNaLjYz_ye_92sJRc7uXwjSYmzW5T3Ech41ZnTzD8zafeMYueRzECY47_Hr3RTG8HoSllaDJcs_-LxpAdFcL1xXQ==',True
3591,b'gAAAAABl4lkMmPsOT6QGBrKOJdVEbqap2kkYafKecMc3KAivjVeDfw3G2mycwUaZOJI7xl-wyEM2jjFZBj9j066b-FkLPqPFS6158ziZsEMl430hckZfSjU=',2018-04-07,shot,knife,b'gAAAAABl4lkM6gcqtuHe3L3LScfzrCf5isq9CR_5BheoymutFM-hsLe3Aphw-PgiLk9iYHk2OVAIS2VgGKwjPghqMnMGrZIUJQ==',M,W,Portland,OR,True,other,Other,False,b'gAAAAABl4lkNjRcecmGFd_Ze8zDe-CIT87mmGtQv6oZm3syV6TpTzw0_2D_GJNjfRcY86JpPyDmiqbYWbqss_eudGHxnMHDr4A==',b'gAAAAABl4lkNpt3QTGGkj56j1Rd7anEMQAge3c6_EnOzSAl7a-qvVPEK3HnG2WWY-5y7kmt8gh97e8BBW2qjVchhBBhWh4gxVA==',True
3592,b'gAAAAABl4lkM0-RxFdtUDFvEAv7vkTn4c2vqsf19wOqM_PCLsfeodrMIBohybbJrbgynAYMtvoIUg92qT6cDiBTGI7Z4N10U3w==',2018-04-07,shot,gun,b'gAAAAABl4lkMpZJQtXj38XGZjbLrVL7GnUq0JNQaSS4uDhEJa-u9RCm_q4Wpqi_TA4nONeHX4TguqAE5SWbjNQWqy-QIwYnCRA==',M,W,Oroville,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkNR7l9Dw0SF8hLbroJFth_9BgyC4gOQ3ASXUU7K_nVn1BMLIuT43wT5tqc5Hs9aq9QspdJ8GrxTOisQXYFJlggEQ==',b'gAAAAABl4lkNhLQsdfVa8BJgt0SIU8bXsnUelQ8nT7sLDBqJxfh9BR_YYWERSPAJJ8lriTeqrIFBDpvNR-vg0cw7h80-CCDCOA==',True
3593,b'gAAAAABl4lkMEbRkxTgsftMzukDFdJYNireYnP-hBU3OHY3ubd5oJ70qOVtJwxjSOVu7oNSJHQb8ycAhv_29KKDk0G3KliIXkaXFwPRLVHOPCyB3VjofghM=',2018-04-08,shot,toy weapon,b'gAAAAABl4lkMTSrkSpq3wBvLJjndvCTTxTHNJ-YzjEnaPpyufwnW03RNTlekZ7EjvwzsrIkLFxmD9LmFtqEsp2u11li8WLOXHw==',M,H,Cathedral City,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkNM3rKyPolLoG3bQTuooOaHuoBbu0pjFc1Kt7T-ZUmuVloRRi1s6Hd7bowAtkWbILP3-1xCKxzi_bzVoA1jlhf-Q==',b'gAAAAABl4lkNaDst41LlsRRpCdQBzP_S13_cDfTPFyvUH0_pymLL8nXkAfUBaiuqOpsrMTHuNaUUm4wOJ-orr4K8VuY1CtiTLw==',True
3594,b'gAAAAABl4lkMeKgGKVgi8Siv_6uwhabGeA6DnO565LyPLAJjMr0rUMYijkEBq8hxgJLNdeJfWtm7GhenmvxBykXxQd8C1u_Ps-W1qvt0FklU_X0ulZsOUNU=',2018-04-08,shot,unarmed,b'gAAAAABl4lkMoYOuKVLDSp9LbbGY8ydSmp99L6wJFYrVk1TmdEL7u7wNrtAFStqD4hooIrn3nwy0HxO5rqLD_sO_sMl4hyteAA==',M,B,Danville,VA,False,other,Other,True,b'gAAAAABl4lkNXbz_1j5EqNken7bhuOlbgikvo98p3OdO9TRPYroA0pyfg7ZkDmKuBxFsBFcV7YFyGchIR1Uk6rCG-kluUKamfQ==',b'gAAAAABl4lkN23GiLZT5gLGNGrEzLHsrAKPBOsnyOcGD0rNNExp_4-BKzfwE6tQ8TvU69XyGikRCXDlyGpqbKc2pn0Reifagvw==',True
3595,b'gAAAAABl4lkMR-0NLXfeJtN9PIVwI23MpXqUU0QI31tinYKHiN339RW9zY64Aes9ASZzcag0gRNtNJ-25OhcsO_adXPSUBFsmBlEjOeVBFKkNRMyS-87g6w=',2018-04-08,shot,screwdriver,b'gAAAAABl4lkMz1hmWOP19RMqc3R217Wxv-dAgz6MST9C2zPcL1gifBeNYTaz5L5WN-VyEwfrV0g7BFRKRWz6F5AmTJjZz91fAw==',M,B,West Valley City,UT,False,other,Foot,True,b'gAAAAABl4lkNll2Y-tFDTXNUAUvZowhqZQcknaQWq9vMJN56CEy75RRBMMsYjCqtXi0vTjW31EP222ODIv-uLiCSYhjf6Z2ibQ==',b'gAAAAABl4lkN6f1oDqs5CtoA7HnRxixyqcMLaCmFb6iiYa_s_OlXIyxtJPtOJRkwLrOgYYoFOR9Qnv2IX101lm3Fb1GcuGB9cQ==',True
3596,b'gAAAAABl4lkMsv5bxrwmG4ywCesbDUpieSPm2F_5Q5RGYwtqrAAMbwGocRn_uPdpfvtoHiWTJKdSg2JxWX9X-fHiukeIRO79Kw==',2018-04-08,shot,screwdriver,b'gAAAAABl4lkM16ytzmmqJ5VbZ4JFhJcE-_VWn7u2X3flUL3s9tleoX9LzHvFHxbKqkOhqUHI8G6nRNNE6mhfnXIbPcw4JEVcyA==',M,W,Louisville,KY,True,other,Not fleeing,True,b'gAAAAABl4lkNDnmimK6SQY9PKxGl95HPGH3KuJlflJht3q3PIUJtvGVpxlw3FMmtZ7C65EFWl6PAIMPYoJ4nHg7GEh8c7r58QQ==',b'gAAAAABl4lkNDap7vrHTSVbo5gmHF8S58r74u0DOGzKfEyShJNoygKojkuJBSC-BQJyWEj8zd8EhDS1HeKGPIde8yfHKlRlMJg==',True
3599,b'gAAAAABl4lkMU33MmVarMsHxRIZxGLFEK84u-ojkOJxG3yDCsaTyGLGmAa0W7mT2PL_pz9W8OD2hNMF9DnekgmVlGcz7Om11649JzYiz2hokbSL4ZredBFQ=',2018-04-09,shot,gun,b'gAAAAABl4lkMNVozQ8y30XB6Ts509dZZifkMH3lcbxiZUOHb6k5Ec_lTrNXUboEKzCgeB4He8o5fmFVxo85v2lZYhK1qM8fZ2A==',M,W,Reseda,CA,False,other,Foot,True,b'gAAAAABl4lkNZB4MBjTvT1dlALU6-LCmG5r9VEtiJOHmCmh4bf4rhuzuQrGvcrWi1rxbIuF3gYQ_lCZq58me5XJ2Rz4zSyNSWA==',b'gAAAAABl4lkNOjePrCYZCD70QVSzAYWocqYMfXjtwahl273QR_W1a8P7LBgcuaXRMtb5hy3ckPttPIkG9uCYTQsHRkZrlkl9lg==',True
4262,b'gAAAAABl4lkM8DeIZy5DMefZBzyLdkVHVOw6hNKY8SUHM3rezwBYCkx-V4FTUkt3rMA9lhry9gxAc-q5U7AUkbIGLkSf37Y2BSuECEk_EeaST-ygrJBkByQ=',2018-04-09,shot,gun,b'gAAAAABl4lkMbq-TpjtIncAsd2raLNxWTb5JD8BgkYZkxlLUw7Zk5dAs0xxUmf2ddph9GxEkHT3Y2yfy9FFVi7_h-m5nNuG8JA==',M,W,Oaks,OK,False,other,Not fleeing,True,b'gAAAAABl4lkNPEpppgq_IF7JtsyhLLMEx23ClASI7v9B0J5NDriZ7y7PByIqtfldbu9MRSIwfNWUkG-4cXIxL7sM5I3FnmMRrQ==',b'gAAAAABl4lkNMFQdh65sztzOm62aDdHtngBSbR_fDFPE_TViz0skiENKxoVn2An5zWHmZYUZGNttDk1mttz3neL5Uu28MoQnKA==',True
3597,b'gAAAAABl4lkM0HPOzfF5RkC2AaCMjslfDtEsUKk50z8SEBXLXrysqTZxqStp82CsRua4ZL2Jx9h4RI5iklugcGhx6qw82jjoPmxSOJPcYIIdUrZnAkdm_Ag=',2018-04-09,shot and Tasered,knife,b'gAAAAABl4lkMSyhUf2sUJ18u0V7cVmWAe7pRhsdcCRadawN0m-8nk23pIUCtcp_ORx352D0almdC7n0eojoLeaFUhKe4xjfqyQ==',M,W,Troy,MI,False,attack,Not fleeing,False,b'gAAAAABl4lkNLAGZ_1_5sOQyb1BbMfVVsExuSM3nyGBzS5U9zW-pzwNZ7ZWtsM3c5xU9MJGnr40Zn3_dm9XbhpUGFSFOvKYxOA==',b'gAAAAABl4lkNXlyAyMxBqov0YsSw6TanmxfM8Q4MGmNJ_Yl5M3Pq1Phck_y04Lj_V49gGbdR9iaJ_Sj-ztgAVL07nxOPnZETWA==',True
3598,b'gAAAAABl4lkMwIv1AG8ItfRBwapX9OM9ZFRJuxLnsFrI9KRTkAnZdTVoa38iteh_wdPs48YpfZXBssy5Ylf9cx_eCEoPAGipZJ0Svc6B5K8THouyue1t-QA=',2018-04-09,shot and Tasered,knife,b'gAAAAABl4lkMN7pzl1Dlf62VMcec5dLrUZcdFVgFmHgIVZ5sRU7DcB1jrA8DeRX9w7Io7nDPt6iJ-gcSeBoMnP_g51Q31mkfNg==',M,W,Billings,MT,False,attack,Not fleeing,True,b'gAAAAABl4lkNMXkHDcKH1sJRFtz473OrdeBPikPM2THaRfuAmoX4DefNqr0_DJZBZAlpJmR8VfIDa8LZLc6XpvfxEdr8eoOikQ==',b'gAAAAABl4lkN-GKf7uNjv-zhqmpsRcnDQz1sNUJw3b2hYp70rGwjGU6QB9LP20FiDVo3mr4ftGotMD-_vkVu8t8N-kiK33WCFQ==',True
3600,b'gAAAAABl4lkMfE1BzHNVHT-J91yBDxKaH6HEYaHS31DM3W0mutogK04Lxnp5SSgUXBHkjweQ2Y7PGy6tB0ZRofvZbr4blNff8i2YmKl6871kitv149hGQQ4=',2018-04-10,shot,toy weapon,b'gAAAAABl4lkMicd819XhXmBkssreO71NgqS13IK4i-fELpu3i18Fdl4XFfioZtcI_AcNg2sS7aasA1PbYGwTSKN1Enrbn2icVg==',M,W,Billings,MT,False,other,Not fleeing,False,b'gAAAAABl4lkN7qJ_29UJD6wKc4Futj-ET4Hxg2IQfp_NQWTNQR7U4cvrgpd06I9f_RFNRxvEWONc2omUSX9FO2ueI8TVQNavJQ==',b'gAAAAABl4lkNh1ruASw2rPi0sDWi0_vPSloo9HuHTx9VsLlA0lY9TtFaBGcC3gC7LUfWR1h1v-YlFqqq1eYokLob0AbWc0DUdw==',True
3601,b'gAAAAABl4lkMeOeknB1W7mCwQA7x0VpaZheFiknPz8mEN1X81eEcvtNh2GlERKztihpJ6SIu1ge0g64IQtzRrwEvArnigpWZvg==',2018-04-10,shot,gun,b'gAAAAABl4lkMj3GsK40ch9ANg0O_EdXpvaWjC987JeZMzdN-aNVhB9GjlPIiqdGQpVL4v4IiKdPEajbVdJYOt74dywCaWPkqag==',M,,Tucson,AZ,False,other,Not fleeing,False,b'gAAAAABl4lkN5lWgMcXclaEc3a1Y7s2j27HTdw4avh5YhiojVyL3o2Ly9465CEm27APeoB_UhGNTyslNqYpAMCcShQKbFTtRXw==',b'gAAAAABl4lkNzUke35zzxA763X0WfuCbV5bgXUeCSMghXl5zGth0pCLLVk0msP9uD2rTqJxs3IDEioGsx5_YT541iZmllDcL8w==',True
3602,b'gAAAAABl4lkMn1YWYxXnvOIrMDYGDk7PVZVza-PK5cx2nVhxhJELK12UgBQ6ATKcxdp87gEQY4sMU6vy42iA7DtLJvbUzNTVWg==',2018-04-10,shot,knife,b'gAAAAABl4lkMqots6fLji0WrkE-U_6U704t92uKq-XtwAPkxouxRvzZJLblZ74H95zpkAzN3YUQ0H2KIDUP-ti_ILYGpcqTKhA==',M,B,Baldwin Hills,CA,True,other,Foot,False,b'gAAAAABl4lkN5lDudwRfazmvoMasOjG1ud9bfKNQ6K-J4l8pjlxfdbQ8jupdpzQ2rktX2vDisA3FLH39CQhH5piYZEKp_OWl2w==',b'gAAAAABl4lkNq32dCWO3QrwDPO9UkQ45fNSkZlMrKJZC3TVmZ6L20kixkxwGA4wdW3rTehUwVuvUrPgzRu3XeIoSNRfXPK0b6w==',True
3603,b'gAAAAABl4lkM8UVlGmJHcApivPmzqHdXIAMNvJjnDYbTwx-1enx8CzsHhd5He5sHAEUHO5lVCoTTXs8AkgxYKsFWa2Loy3DuLnNGE8LeYsi4m83oLo73Y08=',2018-04-10,shot,,b'gAAAAABl4lkMHcaxe-SswpknBM_oZ6TPe8P5pnZvHeDq2pTp9Wah-J6Z_-qldvvleJWKwOg_rpX-C5rQJy3vPOvET9vULkjkNg==',M,W,Royal Oak,MI,False,other,Car,False,b'gAAAAABl4lkN9ygMyCNZD49pX50QuxTmk518cjUzsodnflo-zgyXIpmEpIQBPEYggqhE8eFyV0CSDPJt05poGS5iGLK0wj1wlQ==',b'gAAAAABl4lkNO3ge0CcN3e3cZdpBxdpL9JK9M6--T_QWG6jeKukkQFRM0K4ZdmkI7A0PUlbH81m--qmqU18c3JfaAXfzkGR7XQ==',True
3605,b'gAAAAABl4lkMTB-a2Aj4cZ3a82fua8sQeG7r5xbZAxwW3OLpju1J1ldyWhiyKUGV3taoLN3c9rbMPlCwVwibeWUEOwg64vlBYg==',2018-04-11,shot,gun,b'gAAAAABl4lkMstBwlycJt8iTH4jc67Mo-54_zyJHD6xWqT6AewGZASRT9GOM6fjX3TSALLh5v5fIp_2UbLcXBCfabpmVJg0E6Q==',F,W,Winn Parish,LA,False,attack,Not fleeing,False,b'gAAAAABl4lkN7Y0CrFAOSdHM84dmThzTnmqTfZxzvWoptm4a3KE8rwNsIRSNsLRRF3QKCAmTQBH2pbpDQoGLYXaKfZ6shB9Q2w==',b'gAAAAABl4lkN6PncpBuZl83HV29uPKFngRkVYlMhrVNNJ8vslGmYp-6aa2htd79gYQjLYgy84EXBnkDYiB5gPJXc3jBkbst9LA==',True
3606,b'gAAAAABl4lkMLjPsLTh_Wmb6ZyFP4VpuvlaI5qv1KhUMq4p5TZ4rYdipQjU8gD00WxU3t0f3zHIiTUQeGORN1Npei24XcrsI1A==',2018-04-11,shot,gun,b'gAAAAABl4lkM2Ec3jh_h1azSl-zXyd-TkRyEb90AZKvO_yDCVSFCBIr6jd9RVO0OqPzjFaWnTQqWsBw7cxeATEgx3qppGqqXTw==',M,B,Gardena,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkNVgkh7Y7FjyJEINfkuu3hAbpMhFkydMJw5imENrcXLLULAG3Oiv8KW3CGo7Pxes1hggTj3N91kVB9h_XgDPVNzA==',b'gAAAAABl4lkNBYmaLSEi_gn95LdE0rUFzMhCBFw8pLGR6qtXrZ5zThCiavtAGPYqKhXGI-QzAVi45wyo87vuXl4sI2o7uYmLqg==',True
3607,b'gAAAAABl4lkMBOTinxd0_iTWFUTXr2g7RvyexyyEH-dDLzBBUm5ijQBoJ5AKmCvMDL6AtXvqo7hXN4wJa3XPkHQd1_D_YGAeiQ==',2018-04-11,shot,gun,b'gAAAAABl4lkMpZJz6LwEHmfcqgcXPa-qipiOfl0aG9eil4WYZKtZLwfvmoi09_GY7iAF7NdEsEMWGzLWP2y1Z55Nu1Q1RluI0A==',M,W,Pembroke,NY,True,attack,Not fleeing,True,b'gAAAAABl4lkNxOxZIxdlydpzyygjvCIFA6H-Z1OgVlo8PzDEAjPBoCPjLZuFmQJDl0-YzTo0wiU7TD-WnXIY7uNfuMXvxCBJFg==',b'gAAAAABl4lkNduB0qWEyiobkghvz2TY8WyM9ViUfMcL2ZWxNHoK5mNcUNvk4g_Jy99KBC_I4z0Jg7ws3oHQei624dHH3omqsxg==',True
3613,b'gAAAAABl4lkMDoUbsRo0H-SJlurlSW2SlURv4t78lRKsSBGPBhYoFapXf_f2yobO-cnjHNcaUsxmS7vpq4r1WfhJSXCnDniyLOKRlT1njKsLTEnLYnC5Yv8=',2018-04-11,shot,machete,b'gAAAAABl4lkMSpuDWepMXO9AYkTk-uIyjwigbVW8jldvMuxr8muAn211RI3gEOf2s6Htwo-xoImApzt7aZknS_EOI_8FqiGCaA==',M,W,Sparta,NC,False,other,Not fleeing,True,b'gAAAAABl4lkNOXpmB-srdYCEJ3T-LCWGMgkQqQrrSimUQMZfwWU4dTuNR5t8L699nGgg16NZoChsKUv0dcGLfUN-G7ybcgqjyw==',b'gAAAAABl4lkNnDiu8Dt7QHyp3L49gT27SL7cg6RQnXACrLxEunAZaPrkTp2rlYeNoQt1QC2R1V7MYYBsyVJghRz0dsBWKiv4VA==',True
